Timestamp,C_Gaze,Env,C_Movement,
0.000000,robot,alone,away,
0.041667,robot,alone,away,
0.083333,robot,alone,away,
0.125000,robot,alone,away,
0.166667,robot,alone,away,
0.208333,robot,alone,away,
0.250000,robot,alone,away,
0.291667,robot,alone,away,
0.333333,robot,alone,away,
0.375000,robot,alone,away,
0.416667,robot,alone,away,
0.458333,robot,alone,away,
0.500000,robot,alone,away,
0.541667,robot,alone,away,
0.583333,robot,alone,away,
0.625000,robot,alone,away,
0.666667,robot,alone,away,
0.708333,robot,alone,away,
0.750000,robot,alone,away,
0.791667,robot,alone,away,
0.833333,robot,alone,away,
0.875000,robot,alone,away,
0.916667,robot,alone,away,
0.958333,robot,alone,away,
1.000000,robot,alone,away,
1.041667,robot,alone,away,
1.083333,robot,alone,away,
1.125000,robot,alone,away,
1.166667,robot,alone,away,
1.208333,robot,alone,away,
1.250000,robot,alone,away,
1.291667,robot,alone,away,
1.333333,robot,alone,away,
1.375000,robot,alone,away,
1.416667,robot,alone,away,
1.458333,robot,alone,away,
1.500000,robot,alone,away,
1.541667,robot,alone,away,
1.583333,robot,alone,away,
1.625000,robot,alone,away,
1.666667,robot,alone,away,
1.708333,robot,alone,away,
1.750000,robot,alone,away,
1.791667,robot,alone,away,
1.833333,robot,alone,away,
1.875000,robot,alone,away,
1.916667,robot,alone,away,
1.958333,robot,alone,away,
2.000000,robot,alone,away,
2.041667,robot,alone,away,
2.083333,robot,alone,away,
2.125000,robot,alone,away,
2.166667,robot,alone,away,
2.208333,robot,alone,away,
2.250000,robot,alone,away,
2.291667,robot,alone,away,
2.333333,robot,alone,away,
2.375000,robot,alone,away,
2.416667,robot,alone,away,
2.458333,robot,alone,away,
2.500000,robot,alone,away,
2.541667,robot,alone,away,
2.583333,robot,alone,away,
2.625000,robot,alone,away,
2.666667,robot,alone,away,
2.708333,robot,alone,away,
2.750000,robot,alone,away,
2.791667,robot,alone,away,
2.833333,robot,alone,away,
2.875000,robot,alone,away,
2.916667,robot,alone,away,
2.958333,robot,alone,away,
3.000000,robot,alone,away,
3.041667,robot,alone,away,
3.083333,robot,alone,away,
3.125000,robot,alone,away,
3.166667,robot,alone,away,
3.208333,robot,alone,away,
3.250000,robot,alone,away,
3.291667,robot,alone,away,
3.333333,robot,alone,away,
3.375000,robot,alone,away,
3.416667,robot,alone,away,
3.458333,robot,alone,away,
3.500000,away,alone,away,
3.541667,away,alone,away,
3.583333,away,alone,away,
3.625000,away,alone,away,
3.666667,away,alone,away,
3.708333,away,alone,away,
3.750000,away,alone,away,
3.791667,away,alone,away,
3.833333,away,alone,away,
3.875000,away,alone,away,
3.916667,away,alone,away,
3.958333,away,alone,away,
4.000000,away,alone,away,
4.041667,away,alone,away,
4.083333,away,alone,away,
4.125000,away,alone,away,
4.166667,away,alone,away,
4.208333,away,alone,away,
4.250000,away,alone,away,
4.291667,away,alone,away,
4.333333,away,alone,away,
4.375000,away,alone,away,
4.416667,away,alone,away,
4.458333,away,alone,away,
4.500000,away,alone,away,
4.541667,away,alone,away,
4.583333,away,person,away,
4.625000,away,person,away,
4.666667,away,person,away,
4.708333,away,person,away,
4.750000,away,person,away,
4.791667,away,person,away,
4.833333,away,person,away,
4.875000,away,person,away,
4.916667,tablet,person,away,
4.958333,tablet,person,away,
5.000000,tablet,person,away,
5.041667,tablet,person,away,
5.083333,tablet,person,away,
5.125000,tablet,person,away,
5.166667,tablet,person,away,
5.208333,tablet,person,away,
5.250000,tablet,person,away,
5.291667,tablet,person,away,
5.333333,tablet,person,away,
5.375000,tablet,person,away,
5.416667,tablet,person,away,
5.458333,tablet,person,away,
5.500000,tablet,person,away,
5.541667,tablet,person,away,
5.583333,tablet,person,away,
5.625000,robot,person,away,
5.666667,robot,person,away,
5.708333,robot,person,away,
5.750000,robot,alone,away,
5.791667,robot,alone,away,
5.833333,robot,alone,away,
5.875000,robot,alone,away,
5.916667,robot,alone,away,
5.958333,robot,alone,away,
6.000000,robot,alone,away,
6.041667,robot,alone,away,
6.083333,robot,alone,away,
6.125000,robot,alone,away,
6.166667,robot,alone,away,
6.208333,robot,alone,away,
6.250000,robot,alone,away,
6.291667,robot,alone,away,
6.333333,robot,alone,away,
6.375000,robot,alone,away,
6.416667,robot,alone,away,
6.458333,robot,alone,away,
6.500000,robot,alone,away,
6.541667,robot,alone,away,
6.583333,robot,alone,away,
6.625000,robot,alone,away,
6.666667,robot,alone,away,
6.708333,robot,alone,away,
6.750000,robot,alone,away,
6.791667,robot,alone,away,
6.833333,robot,alone,away,
6.875000,robot,alone,away,
6.916667,robot,alone,away,
6.958333,robot,alone,away,
7.000000,robot,alone,away,
7.041667,robot,alone,away,
7.083333,robot,alone,away,
7.125000,robot,alone,away,
7.166667,robot,alone,away,
7.208333,robot,alone,away,
7.250000,robot,alone,away,
7.291667,robot,alone,away,
7.333333,robot,alone,away,
7.375000,robot,alone,away,
7.416667,robot,alone,away,
7.458333,robot,alone,away,
7.500000,robot,alone,away,
7.541667,robot,alone,away,
7.583333,robot,alone,away,
7.625000,robot,alone,away,
7.666667,robot,alone,away,
7.708333,robot,alone,away,
7.750000,robot,alone,away,
7.791667,robot,alone,away,
7.833333,robot,alone,away,
7.875000,robot,alone,away,
7.916667,robot,alone,away,
7.958333,robot,alone,away,
8.000000,robot,alone,away,
8.041667,robot,alone,away,
8.083333,robot,alone,away,
8.125000,robot,alone,away,
8.166667,robot,alone,away,
8.208333,robot,alone,away,
8.250000,robot,alone,away,
8.291667,robot,alone,away,
8.333333,robot,alone,away,
8.375000,robot,alone,away,
8.416667,robot,alone,away,
8.458333,robot,alone,away,
8.500000,robot,alone,away,
8.541667,robot,alone,away,
8.583333,robot,alone,away,
8.625000,robot,alone,away,
8.666667,robot,alone,away,
8.708333,robot,alone,away,
8.750000,robot,alone,away,
8.791667,robot,alone,away,
8.833333,robot,alone,away,
8.875000,robot,alone,away,
8.916667,robot,alone,away,
8.958333,robot,alone,away,
9.000000,robot,alone,away,
9.041667,robot,alone,away,
9.083333,robot,alone,away,
9.125000,robot,alone,away,
9.166667,robot,alone,away,
9.208333,robot,alone,away,
9.250000,robot,alone,away,
9.291667,robot,alone,away,
