Timestamp,C_Gaze,Env,C_Movement,
0.000000,away,person,stationary,
0.041667,away,person,stationary,
0.083333,away,person,stationary,
0.125000,away,person,stationary,
0.166667,away,person,stationary,
0.208333,away,person,stationary,
0.250000,away,person,stationary,
0.291667,away,person,stationary,
0.333333,away,person,stationary,
0.375000,away,person,stationary,
0.416667,away,person,stationary,
0.458333,away,person,stationary,
0.500000,tablet,person,stationary,
0.541667,tablet,person,stationary,
0.583333,tablet,person,stationary,
0.625000,tablet,person,stationary,
0.666667,tablet,person,stationary,
0.708333,tablet,person,stationary,
0.750000,tablet,person,stationary,
0.791667,tablet,person,stationary,
0.833333,tablet,person,stationary,
0.875000,tablet,person,stationary,
0.916667,tablet,person,stationary,
0.958333,tablet,person,stationary,
1.000000,tablet,person,stationary,
1.041667,tablet,person,stationary,
1.083333,tablet,person,stationary,
1.125000,tablet,person,stationary,
1.166667,tablet,person,stationary,
1.208333,tablet,person,stationary,
1.250000,robot,person,stationary,
1.291667,robot,person,stationary,
1.333333,robot,person,stationary,
1.375000,robot,person,stationary,
1.416667,robot,person,stationary,
1.458333,robot,person,stationary,
1.500000,robot,person,stationary,
1.541667,robot,person,stationary,
1.583333,robot,person,stationary,
1.625000,robot,person,stationary,
1.666667,robot,person,stationary,
1.708333,robot,person,stationary,
1.750000,robot,person,stationary,
1.791667,robot,person,stationary,
1.833333,robot,person,stationary,
1.875000,robot,person,stationary,
1.916667,robot,person,stationary,
1.958333,robot,person,stationary,
2.000000,robot,person,stationary,
2.041667,robot,person,stationary,
2.083333,robot,person,stationary,
2.125000,robot,person,stationary,
2.166667,robot,person,stationary,
2.208333,robot,person,stationary,
2.250000,robot,person,stationary,
2.291667,robot,person,stationary,
2.333333,robot,person,stationary,
2.375000,robot,person,stationary,
2.416667,robot,person,stationary,
2.458333,robot,person,stationary,
2.500000,robot,person,stationary,
2.541667,robot,person,stationary,
2.583333,robot,person,stationary,
2.625000,robot,person,stationary,
2.666667,robot,person,stationary,
2.708333,robot,person,stationary,
2.750000,robot,person,stationary,
2.791667,robot,person,stationary,
2.833333,robot,person,stationary,
2.875000,robot,person,stationary,
2.916667,robot,person,stationary,
2.958333,robot,person,stationary,
3.000000,robot,person,stationary,
3.041667,robot,person,stationary,
3.083333,robot,person,stationary,
3.125000,robot,person,stationary,
3.166667,robot,person,stationary,
3.208333,robot,person,stationary,
3.250000,robot,person,stationary,
3.291667,robot,person,stationary,
3.333333,robot,person,stationary,
3.375000,robot,person,stationary,
3.416667,robot,person,stationary,
3.458333,robot,person,stationary,
3.500000,tablet,person,stationary,
3.541667,tablet,person,stationary,
3.583333,tablet,person,stationary,
3.625000,tablet,person,stationary,
3.666667,tablet,person,stationary,
3.708333,tablet,person,stationary,
3.750000,tablet,person,stationary,
3.791667,tablet,person,stationary,
3.833333,tablet,person,stationary,
3.875000,tablet,person,stationary,
3.916667,tablet,person,stationary,
3.958333,tablet,person,stationary,
4.000000,tablet,person,stationary,
4.041667,tablet,person,stationary,
4.083333,tablet,person,stationary,
4.125000,tablet,person,stationary,
4.166667,tablet,person,stationary,
4.208333,tablet,person,stationary,
4.250000,tablet,person,stationary,
4.291667,tablet,person,stationary,
4.333333,tablet,person,stationary,
4.375000,tablet,person,stationary,
4.416667,tablet,person,stationary,
4.458333,tablet,person,stationary,
4.500000,tablet,person,stationary,
4.541667,tablet,person,stationary,
4.583333,tablet,person,stationary,
4.625000,tablet,person,stationary,
4.666667,tablet,person,stationary,
4.708333,tablet,person,stationary,
4.750000,tablet,person,stationary,
4.791667,tablet,person,stationary,
4.833333,tablet,person,stationary,
4.875000,tablet,person,stationary,
4.916667,tablet,person,stationary,
4.958333,tablet,person,stationary,
5.000000,away,person,stationary,
5.041667,away,person,stationary,
5.083333,away,person,stationary,
5.125000,away,person,stationary,
5.166667,away,person,stationary,
5.208333,away,person,stationary,
5.250000,away,person,stationary,
5.291667,away,person,stationary,
5.333333,away,person,stationary,
5.375000,away,person,stationary,
5.416667,away,person,stationary,
5.458333,away,person,stationary,
5.500000,away,person,stationary,
5.541667,away,person,stationary,
5.583333,away,person,stationary,
5.625000,away,person,stationary,
5.666667,away,person,stationary,
5.708333,away,person,stationary,
5.750000,away,person,stationary,
5.791667,away,person,stationary,
5.833333,away,person,stationary,
5.875000,away,person,stationary,
5.916667,away,person,stationary,
5.958333,away,person,stationary,
6.000000,away,person,stationary,
6.041667,away,person,stationary,
6.083333,away,person,stationary,
6.125000,away,person,stationary,
6.166667,away,people,stationary,
6.208333,away,people,stationary,
6.250000,away,people,stationary,
6.291667,away,people,stationary,
6.333333,away,people,stationary,
6.375000,away,people,stationary,
6.416667,away,people,stationary,
6.458333,away,people,stationary,
6.500000,away,people,active,
6.541667,away,people,active,
6.583333,away,people,active,
6.625000,away,people,active,
6.666667,away,people,active,
6.708333,away,people,active,
6.750000,away,people,active,
6.791667,away,people,active,
6.833333,away,people,active,
6.875000,away,people,active,
6.916667,away,people,active,
6.958333,away,people,active,
7.000000,away,people,active,
7.041667,away,people,active,
7.083333,away,people,active,
7.125000,away,people,active,
7.166667,away,people,active,
7.208333,away,people,active,
7.250000,away,people,active,
7.291667,away,people,active,
7.333333,away,people,active,
7.375000,tablet,people,active,
7.416667,tablet,people,active,
7.458333,tablet,people,active,
7.500000,tablet,people,active,
7.541667,tablet,people,active,
7.583333,tablet,people,active,
7.625000,tablet,people,active,
7.666667,tablet,people,active,
7.708333,tablet,people,active,
7.750000,tablet,people,active,
7.791667,tablet,people,active,
7.833333,tablet,people,active,
7.875000,tablet,people,active,
7.916667,tablet,people,active,
7.958333,tablet,people,active,
8.000000,tablet,people,active,
8.041667,tablet,people,active,
8.083333,tablet,people,active,
8.125000,tablet,people,active,
8.166667,tablet,people,active,
8.208333,tablet,people,active,
8.250000,tablet,people,active,
8.291667,tablet,people,active,
8.333333,tablet,people,active,
8.375000,tablet,people,active,
8.416667,tablet,people,active,
8.458333,tablet,people,active,
8.500000,tablet,people,active,
8.541667,tablet,people,active,
8.583333,tablet,people,active,
8.625000,tablet,people,active,
8.666667,tablet,people,active,
8.708333,tablet,people,active,
8.750000,tablet,people,active,
8.791667,tablet,people,active,
8.833333,robot,people,active,
8.875000,robot,people,active,
8.916667,robot,people,active,
8.958333,robot,people,active,
9.000000,robot,people,active,
9.041667,robot,people,active,
9.083333,robot,people,active,
9.125000,robot,people,active,
9.166667,robot,people,stationary,
9.208333,robot,people,stationary,
9.250000,robot,people,stationary,
9.291667,robot,people,stationary,
9.333333,robot,people,stationary,
9.375000,robot,people,stationary,
9.416667,robot,people,stationary,
9.458333,robot,people,stationary,
9.500000,away,people,stationary,
9.541667,away,people,stationary,
9.583333,away,people,stationary,
9.625000,away,people,stationary,
9.666667,away,people,stationary,
9.708333,away,people,stationary,
9.750000,away,people,stationary,
9.791667,away,people,stationary,
9.833333,away,people,stationary,
9.875000,away,people,stationary,
9.916667,tablet,people,stationary,
9.958333,tablet,people,stationary,
10.000000,tablet,people,stationary,
10.041667,tablet,people,stationary,
10.083333,tablet,people,stationary,
10.125000,tablet,people,stationary,
10.166667,tablet,people,stationary,
10.208333,tablet,people,stationary,
10.250000,tablet,people,stationary,
10.291667,tablet,people,stationary,
10.333333,tablet,people,stationary,
10.375000,tablet,people,stationary,
10.416667,tablet,person,stationary,
10.458333,robot,person,stationary,
10.500000,robot,person,stationary,
10.541667,robot,person,stationary,
10.583333,robot,person,stationary,
10.625000,robot,person,stationary,
10.666667,robot,person,stationary,
10.708333,robot,person,stationary,
10.750000,robot,person,stationary,
10.791667,robot,person,stationary,
10.833333,robot,person,stationary,
10.875000,robot,person,stationary,
10.916667,robot,person,stationary,
10.958333,robot,person,stationary,
11.000000,robot,person,stationary,
11.041667,robot,person,stationary,
11.083333,robot,person,stationary,
11.125000,robot,person,stationary,
11.166667,robot,person,stationary,
11.208333,robot,person,stationary,
11.250000,robot,person,stationary,
11.291667,robot,person,stationary,
11.333333,robot,person,stationary,
11.375000,robot,person,stationary,
11.416667,robot,person,stationary,
11.458333,robot,person,stationary,
11.500000,robot,person,stationary,
11.541667,robot,person,stationary,
11.583333,robot,person,stationary,
11.625000,robot,person,stationary,
11.666667,robot,person,stationary,
11.708333,robot,person,stationary,
11.750000,robot,person,stationary,
11.791667,robot,person,stationary,
11.833333,robot,person,stationary,
11.875000,robot,person,stationary,
11.916667,robot,person,stationary,
11.958333,robot,person,stationary,
12.000000,tablet,person,stationary,
12.041667,tablet,person,stationary,
12.083333,tablet,person,stationary,
12.125000,tablet,person,stationary,
12.166667,tablet,person,stationary,
12.208333,tablet,person,stationary,
12.250000,tablet,person,stationary,
12.291667,tablet,person,stationary,
12.333333,tablet,person,stationary,
12.375000,tablet,person,stationary,
12.416667,tablet,person,stationary,
12.458333,tablet,person,stationary,
12.500000,tablet,person,stationary,
12.541667,tablet,person,stationary,
12.583333,tablet,person,stationary,
