Timestamp,C_Gaze,Env,C_Movement,
0.000000,robot,alone,active,
0.041667,robot,alone,active,
0.083333,robot,alone,active,
0.125000,robot,alone,active,
0.166667,robot,alone,active,
0.208333,robot,alone,active,
0.250000,robot,alone,active,
0.291667,robot,alone,active,
0.333333,robot,alone,active,
0.375000,robot,alone,active,
0.416667,robot,alone,active,
0.458333,robot,alone,active,
0.500000,robot,alone,active,
0.541667,robot,alone,active,
0.583333,robot,alone,active,
0.625000,robot,alone,active,
0.666667,robot,alone,active,
0.708333,robot,alone,active,
0.750000,robot,alone,active,
0.791667,robot,alone,active,
0.833333,robot,alone,active,
0.875000,robot,alone,active,
0.916667,robot,alone,active,
0.958333,robot,alone,active,
1.000000,robot,alone,active,
1.041667,robot,alone,active,
1.083333,robot,alone,active,
1.125000,robot,alone,active,
1.166667,robot,alone,active,
1.208333,robot,alone,active,
1.250000,robot,alone,active,
1.291667,robot,alone,active,
1.333333,robot,alone,active,
1.375000,robot,alone,active,
1.416667,robot,alone,active,
1.458333,robot,alone,active,
1.500000,robot,alone,active,
1.541667,robot,alone,active,
1.583333,robot,alone,active,
1.625000,robot,alone,active,
1.666667,robot,alone,active,
1.708333,robot,alone,active,
1.750000,robot,alone,active,
1.791667,robot,alone,active,
1.833333,robot,alone,active,
1.875000,robot,alone,active,
1.916667,robot,alone,active,
1.958333,robot,alone,active,
2.000000,robot,alone,active,
2.041667,robot,alone,active,
2.083333,robot,alone,active,
2.125000,robot,alone,active,
2.166667,robot,alone,active,
2.208333,robot,alone,active,
2.250000,robot,alone,active,
2.291667,robot,alone,active,
2.333333,robot,alone,active,
2.375000,robot,alone,active,
2.416667,robot,alone,active,
2.458333,robot,alone,active,
2.500000,robot,alone,active,
2.541667,robot,alone,active,
2.583333,robot,alone,active,
2.625000,robot,alone,active,
2.666667,robot,alone,active,
2.708333,robot,alone,active,
2.750000,robot,alone,active,
2.791667,robot,alone,active,
2.833333,robot,alone,active,
2.875000,robot,alone,active,
2.916667,robot,alone,active,
2.958333,robot,alone,active,
3.000000,robot,alone,active,
3.041667,robot,alone,active,
3.083333,robot,alone,active,
3.125000,robot,alone,active,
3.166667,robot,alone,active,
3.208333,robot,alone,active,
3.250000,robot,alone,active,
3.291667,robot,alone,active,
3.333333,robot,alone,active,
3.375000,robot,alone,active,
3.416667,robot,alone,active,
3.458333,robot,alone,active,
3.500000,robot,alone,active,
3.541667,robot,alone,active,
3.583333,robot,alone,active,
